Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
56933,114551,3,1,50,0,38,6,16.66666667,18.47520861,0,0,0.0,0.0,436.486805,34.9189444,38183.66667,65578.14366,113906,24,114551,57275.5,80121.56227,113930,621,0,0.0,0.0,0,0,1,0,0,0,60,32,26.1892083,8.7297361,0,38,17.6,18.78297101,352.8,0,1,0,0,1,0,0,0,0,22.0,16.66666667,0.0,60,0,0,0,0,0,0,3,50,1,0,35,256,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51872,5,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,8600000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,60,0,600000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,946,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,223,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1022421.525,17937.21973,74.33333333,45.61067127,127,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,8968.609865,8968.609865,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,64,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,69265,2,2,76,202,38,38,38.0,0.0,101,101,101.0,0.0,4013.571068,57.74922399,23088.33333,39945.1397,69213,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,28.874612,28.874612,38,101,63.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,79.0,38.0,101.0,40,0,0,0,0,0,0,2,76,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52547,30,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,400000.0,66666.6666666667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33333.3333333333,33333.3333333333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,114,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86995513,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.022989691,87000000.0,0.0,87000000,87000000,87000000,87000000.0,0.0,87000000,87000000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.022989691,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,296,-1,0,32,0.0,0.0,0,0,87000000.0,0.0,87000000,87000000,DoS GoldenEye
80,98305784,6,5,353,11595,353,0,58.83333333,144.1116465,7240,0,2319.0,3331.638186,121.5391355,0.111895756,9830578.4,31100000.0,98200000,1,98300000,19700000.0,43900000.0,98200000,1,64552,16138.0,24205.27184,51280,83,0,0,0,0,200,168,0.061034049,0.050861707,0,7240,995.6666667,2326.066533,5410585.515,0,0,0,0,1,0,0,0,0,1086.181818,58.83333333,2319.0,200,0,0,0,0,0,0,6,353,5,11595,274,235,1,32,5.0,0.0,5,5,98200000.0,0.0,98200000,98200000,DoS Hulk
80,2102132,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.41698048,1.902830079,700710.6667,1213662.146,2102127,1,2102132,700710.6667,1213662.146,2102127,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.902830079,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
123,16398,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5854.372484,121.9660934,16398.0,0.0,16398,16398,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,60.98304671,60.98304671,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45124,4218,3,0,37,0,37,0,12.33333333,21.36195996,0,0,0.0,0.0,8771.929825,711.2375533,2109.0,2978.333762,4215,3,4218,2109.0,2978.333762,4215,3,0,0.0,0.0,0,0,0,0,0,0,60,0,711.2375533,0.0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,12.33333333,0.0,60,0,0,0,0,0,0,3,37,0,0,17520,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100378773,7,6,381,11595,375,0,54.42857143,141.3763973,4344,0,1932.5,1754.831473,119.3080932,0.129509453,8364897.75,28900000.0,100000000,0,100000000,16700000.0,40900000.0,100000000,0,148474,29694.8,59800.09091,136276,46,0,0,0,0,220,200,0.069735859,0.059773594,0,4344,855.4285714,1459.730044,2130811.802,0,0,0,0,1,0,0,0,0,921.2307692,54.42857143,1932.5,220,0,0,0,0,0,0,7,381,6,11595,251,235,2,20,4.0,0.0,4,4,100000000.0,0.0,100000000,100000000,DoS Hulk
80,15342,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,782.1666015,260.7222005,5114.0,8614.895182,15061,44,281,281.0,0.0,281,281,15298,15298.0,0.0,15298,15298,0,0,0,0,40,64,130.3611002,130.3611002,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,99032819,8,6,1137,11595,379,0,142.125,196.1511352,4344,0,1932.5,1977.812908,128.5634412,0.141367277,7617909.154,27300000.0,98500000,2,98900000,14100000.0,37200000.0,98500000,2,570562,114112.4,188666.2081,434960,54,0,0,0,0,264,200,0.080781301,0.060585976,0,4344,848.8,1502.142717,2256432.743,0,0,0,0,1,0,0,0,0,909.4285714,142.125,1932.5,264,0,0,0,0,0,0,8,1137,6,11595,274,235,3,32,977.0,0.0,977,977,98500000.0,0.0,98500000,98500000,DoS Hulk
80,90909026,8,4,56,11601,20,0,7.0,5.656854249,10135,0,2900.25,4871.82583,128.2270916,0.132000094,8264456.909,26300000.0,87600000,2,90400000,12900000.0,32900000.0,87600000,2,534478,178159.3333,305612.6329,531046,189,0,0,0,0,172,92,0.088000063,0.044000031,0,10135,897.1538462,2804.564846,7865583.974,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,2778902.0,0.0,2778902,2778902,87600000.0,0.0,87600000,87600000,DDoS
22,1349771,45,42,2728,6634,456,0,60.62222222,106.736568,976,0,157.952381,319.0798472,6935.991364,64.45537799,15695.01163,103813.8028,954945,0,1349771,30676.61364,152324.9329,995706,1,394705,9626.95122,24676.86694,126921,1,0,0,0,0,1456,1360,33.33898861,31.11638937,0,976,106.3863636,237.1481147,56239.22832,0,0,0,1,0,0,0,0,0,107.6091954,60.62222222,157.952381,1456,0,0,0,0,0,0,45,2728,42,6634,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5007321,8,6,411,11632,411,0,51.375,145.3104435,5792,0,1938.666667,2544.918912,2405.078484,2.795906234,385178.5385,1387273.385,5002303,5,5018,716.8571429,859.0315145,2298,5,5007251,1001450.2,2237703.189,5004375,48,0,0,0,0,264,200,1.597660705,1.198245529,0,5792,802.8666667,1801.460315,3245259.267,0,0,0,1,0,0,0,0,0,860.2142857,51.375,1938.666667,264,0,0,0,0,0,0,8,411,6,11632,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
5963,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,504,1,1,53,107,53,53,53.0,0.0,107,107,107.0,0.0,317460.3175,3968.253968,504.0,0.0,504,504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1984.126984,1984.126984,53,107,71.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1,106.5,53.0,107.0,32,0,0,0,0,0,0,1,53,1,107,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4124918,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.272871849,1.212145308,1031229.5,2061117.721,4122906,4,4124918,1031229.5,2061117.721,4122906,4,0,0.0,0.0,0,0,0,0,0,0,100,0,1.212145308,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,90840,4,2,156,214,39,39,39.0,0.0,107,107,107.0,0.0,4073.095553,66.05019815,18168.0,27012.17575,60361,3,30476,10158.66667,17549.44188,30423,4,3,3.0,0.0,3,3,0,0,0,0,128,40,44.03346543,22.01673272,39,107,58.42857143,33.18060248,1100.952381,0,0,0,0,0,0,0,0,0,68.16666667,39.0,107.0,128,0,0,0,0,0,0,4,156,2,214,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31347,2,2,62,254,31,31,31.0,0.0,127,127,127.0,0.0,10080.70948,127.6039174,10449.0,18055.77894,31298,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,40,40,63.80195872,63.80195872,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51561,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.6667,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2022,12,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,500000.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,83333.33333,83333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53068,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,368,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5071574,5,4,2300,189,1460,0,460.0,666.93328,189,0,47.25,94.5,490.7746589,1.774596999,633946.75,1715982.347,4879229,48,192345,48086.25,79886.60584,166646,48,5046720,1682240.0,2888482.946,5017546,3005,0,0,0,0,112,92,0.985887222,0.788709777,0,1460,248.9,500.3786233,250378.7667,0,0,0,1,0,0,0,0,0,276.5555556,460.0,47.25,112,0,0,0,0,0,0,5,2300,4,189,8192,69,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84520198,7,6,320,11595,314,0,45.71428571,118.3240104,4344,0,1932.5,1754.831473,140.9722206,0.153809389,7043349.833,24400000.0,84400000,0,84400000,14100000.0,34400000.0,84400000,0,144556,28911.2,57499.82971,131281,16,0,0,0,0,220,200,0.08282044,0.070988949,0,4344,851.0714286,1461.364508,2135586.225,0,0,0,0,1,0,0,0,0,916.5384615,45.71428571,1932.5,220,0,0,0,0,0,0,7,320,6,11595,251,235,2,20,985.0,0.0,985,985,84400000.0,0.0,84400000,84400000,DoS Hulk
58149,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,131,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,234,2,2,138,394,69,69,69.0,0.0,197,197,197.0,0.0,2273504.274,17094.01709,78.0,92.71461589,182,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,8547.008547,8547.008547,69,197,120.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,150.25,69.0,197.0,64,0,0,0,0,0,0,2,138,2,394,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,649248,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2658.195854,17908.41096,12.32194785,92749.71429,235886.0529,627392,6,21381,10690.5,14893.79013,21222,159,649242,162310.5,310216.6387,627392,187,0,0,0,0,72,112,4.620730445,7.701217408,0,5840,1291.888889,2240.544155,5020038.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,100782670,6,6,350,11595,350,0,58.33333333,142.8869017,4344,0,1932.5,1754.831473,118.522361,0.11906809,9162060.909,30400000.0,101000000,4,101000000,20100000.0,45000000.0,101000000,4,96431,19286.2,30902.07944,71070,49,0,0,0,0,200,200,0.059534045,0.059534045,0,4344,918.8461538,1498.64905,2245948.974,0,0,0,0,1,0,0,0,1,995.4166667,58.33333333,1932.5,200,0,0,0,0,0,0,6,350,6,11595,251,235,1,32,990.0,0.0,990,990,101000000.0,0.0,101000000,101000000,DoS Hulk
53,252,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1285714.28571429,15873.0158730159,84.0,61.4898365586,155,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,64,64,7936.5079365079,7936.5079365079,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,256,2,2,56,88,28,28,28.0,0.0,44,44,44.0,0.0,562500.0,15625.0,85.33333333,64.66323015,160,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,80,7812.5,7812.5,28,44,34.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,43.0,28.0,44.0,64,0,0,0,0,0,0,2,56,2,88,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,519192,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,22394.41286,15.40855791,74170.28571,190718.1656,506581,56,11449,5724.5,7801.509117,11241,208,519079,129769.75,251259.6699,506581,154,0,0,0,0,72,112,5.778209217,9.630348696,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,3002751,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.99908384,1501375.5,710794.3431,2003983,998768,3002751,1501375.5,710794.3431,2003983,998768,0,0.0,0.0,0,0,0,0,0,0,120,0,0.99908384,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
443,5616997,9,6,374,3214,193,0,41.55555556,69.54155432,1646,0,535.6666667,790.5088656,638.775488,2.670466087,401214.0714,1378084.03,5185206,2,5616997,702124.625,1813480.384,5185206,2,380707,76141.4,102986.2618,251820,217,0,0,0,0,204,132,1.602279652,1.068186435,0,1646,224.25,522.5434591,273051.6667,0,0,0,1,0,0,0,0,0,239.2,41.55555556,535.6666667,204,0,0,0,0,0,0,9,374,6,3214,8192,119,7,20,431789.0,0.0,431789,431789,5185206.0,0.0,5185206,5185206,BENIGN
80,1674372,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,6944.096055,4.180671918,279062.0,677917.9623,1662829,73,11315,5657.5,7455.026794,10929,386,1674257,558085.6667,956751.9411,1662829,155,0,0,0,0,72,92,1.791716536,2.388955381,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,23299,1,1,55,71,55,55,55.0,0.0,71,71,71.0,0.0,5407.957423,85.84059402,23299.0,0.0,23299,23299,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.92029701,42.92029701,55,71,60.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,90.5,55.0,71.0,20,0,0,0,0,0,0,1,55,1,71,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,81909198,9,5,62,11607,20,0,6.888888889,5.30199124,5840,0,2321.4,3173.373883,142.4626328,0.170920975,6300707.538,21100000.0,76500000,1,80700000,10100000.0,26900000.0,76500000,1,1233396,308349.0,615966.7858,1232299,5,0,0,0,0,192,112,0.10987777,0.061043205,0,5840,778.3333333,2037.844508,4152810.238,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,4125909.0,0.0,4125909,4125909,76500000.0,0.0,76500000,76500000,DDoS
22,1347096,41,42,2664,6954,456,0,64.97560976,109.864573,976,0,165.5714286,320.4037958,7139.802954,61.61402008,16428.0,106023.6259,951445,0,1347096,33677.4,159758.6328,994990,1,395519,9646.804878,25498.96623,136616,1,0,0,0,0,1328,1360,30.43584125,31.17817884,0,976,114.5,243.3458791,59217.21687,0,0,0,1,0,0,0,0,1,115.8795181,64.97560976,165.5714286,1328,0,0,0,0,0,0,41,2664,42,6954,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,639302,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,18196.40796,10.94944173,106550.3333,260483.6156,638260,23,810,405.0,540.2295808,787,23,639254,213084.6667,368212.7779,638260,178,0,0,0,0,72,92,4.692617886,6.256823849,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,30969,2,2,64,256,32,32,32.0,0.0,128,128,128.0,0.0,10332.91355872,129.161419484,10323.0,17873.8983157005,30962,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,64.580709742,64.580709742,32,128,70.4,52.5813655205,2764.8,0,0,0,0,0,0,0,0,1,88.0,32.0,128.0,40,0,0,0,0,0,0,2,64,2,256,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84763247,7,6,364,11595,358,0,52.0,134.9518433,7240,0,1932.5,2695.639126,141.0870917,0.153368358,7063603.917,24400000.0,84600000,2,84600000,14100000.0,34500000.0,84600000,2,147608,29521.6,58295.28476,133249,90,0,0,0,0,220,200,0.082582962,0.070785396,0,7240,854.2142857,1934.551038,3742487.72,0,0,0,0,1,0,0,0,0,919.9230769,52.0,1932.5,220,0,0,0,0,0,0,7,364,6,11595,251,235,2,20,2974.0,0.0,2974,2974,84600000.0,0.0,84600000,84600000,DoS Hulk
37471,352,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,34090.90909,5681.818182,352.0,0.0,352,352,352,352.0,0.0,352,352,0,0.0,0.0,0,0,0,0,0,0,40,0,5681.818182,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,35,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117442877,16,14,3029,4897,1938,0,189.3125,490.4785036064,1398,0,349.7857142857,494.6005658915,67.4881287181,0.2554433335,4049754.37931034,15121712.0108602,58972837,1,117442877,7829525.13333334,20630676.7000313,58972837,67,117420724,9032363.38461538,22036601.0456668,58994867,1,0,0,0,0,520,456,0.1362364445,0.119206889,0,1938,255.6774193548,484.7182265397,234951.759139785,0,0,0,1,0,0,0,0,0,264.2,189.3125,349.7857142857,520,0,0,0,0,0,0,16,3029,14,4897,29200,145,7,32,67276.5,9485.8374696175,73984,60569,58643185.5,466197.622156634,58972837,58313534,BENIGN
53,206,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1339805.82524272,19417.4757281553,68.6666666667,35.7957166898,110,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,9708.7378640777,9708.7378640777,44,94,64.0,27.3861278753,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4002,46,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,130434.7826,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,21739.13043,21739.13043,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,195,2,2,82,254,41,41,41.0,0.0,127,127,127.0,0.0,1723076.923,20512.82051,65.0,71.04224096,143,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,10256.41026,10256.41026,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41.0,127.0,64,0,0,0,0,0,0,2,82,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115776992,42,54,1063,69714,492,0,25.30952381,81.17926207,2920,0,1291.0,858.1381338,611.3218074,0.829180292,1218705.179,3244400.078,10000000,4,116000000,2823829.073,4491084.609,10000000,49,110000000,2081554.226,4101210.517,10000000,4,0,0,0,0,852,1224,0.362766378,0.466413914,0,2920,729.6597938,899.5600532,809208.2893,0,0,0,1,0,0,0,0,1,737.2604167,25.30952381,1291.0,852,0,0,0,0,0,0,42,1063,54,69714,8192,62,41,20,24114.58333,31418.43046,123881,14941,9623964.0,1317784.884,10000000,5439478,BENIGN
53,147132,2,2,56,162,28,28,28.0,0.0,81,81,81.0,0.0,1481.662725,27.18647201,49044.0,84939.7716,147124,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,13.59323601,13.59323601,28,81,49.2,29.02929555,842.7,0,0,0,0,0,0,0,0,1,61.5,28.0,81.0,40,0,0,0,0,0,0,2,56,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31057,2,2,68,422,34,34,34.0,0.0,211,211,211.0,0.0,15777.44148,128.7954406,10352.33333,17924.70514,31050,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,64.39772032,64.39772032,34,211,104.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,131.0,34.0,211.0,64,0,0,0,0,0,0,2,68,2,422,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30599,1,1,50,66,50,50,50.0,0.0,66,66,66.0,0.0,3790.973561,65.36161312,30599.0,0.0,30599,30599,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.68080656,32.68080656,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,83.0,50.0,66.0,20,0,0,0,0,0,0,1,50,1,66,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6022588,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.996249453,1204517.6,2163168.827,4998440,25,6022588,2007529.333,2634486.85,4998440,31074,993107,993107.0,0.0,993107,993107,0,0,0,0,136,80,0.664166302,0.332083151,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,136,0,0,0,0,0,0,4,0,2,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,10919727,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,435.2672919,4.853601194,209994.75,568298.1717,2082931,28,9227410,461370.5,817981.3818,2143097,440,10900000,352246.4516,705228.6263,2082931,39,0,0,0,0,680,1032,1.923125001,2.930476192,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,1844004,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,6308.554645,4.338385383,263429.1429,696461.8218,1842856,2,909,454.5,434.8706704,762,147,1843956,460989.0,921244.7496,1842856,2,0,0,0,0,72,112,1.626894519,2.711490864,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
